,Atom_1,Atom_2,Atom_3,Atom_4,Atom_5,Atom_6,Atom_7,Atom_8,Atom_9,Atom_10,Atom_11,Atom_12,Atom_13,Atom_14,Atom_15,Atom_16,Atom_17,Atom_18,Atom_19,Atom_20,Atom_21,Atom_22,Atom_23
0,0.3363604929607721,0.4281847587913032,0.39057229228395896,0.3684780535987958,0.5046433517268214,0.5978645901632063,0.361299350087366,0.439595226635299,0.3865277658226265,0.511923038023754,0.3790764892536915,0.14383547349858142,1.0680994859094353,0.7115325436692927,0.15738341096478967,0.09424273304086139,0.38759652009427575,0.883009916025862,0.264926145060612,0.6454515759236269,0.4493401979755272,0.33916610835951283,0.2799852491595945
1,0.5339734891878076,0.27604274629074815,0.6583680913319375,0.39844755810802646,0.20651649138497527,0.28497061987030614,0.2932110228601321,0.4126668914276258,0.30269366825478705,0.8583775315263734,0.8896832427253556,0.5669026754536983,0.7860575753721859,0.7035540329069248,0.5704906117079509,0.5307493574193557,0.4126745269668874,0.8699175316086001,0.734531733914246,0.46615205337131527,0.6932391723039648,0.8367576653725599,0.7330562074123895
2,0.44659334481709834,0.43433987277275876,0.4751901876621469,0.39527948219047115,0.5339898402411235,0.4189810061519955,0.5048297838029396,0.864114731826023,0.6567536194151816,0.7961072575997595,0.8515082407269844,0.6573251009157349,0.483121632510903,0.49207981490930297,0.7324889898684974,0.7527566246900727,0.600437723694466,0.6101446646492945,1.0002066070066706,0.385342643142455,0.6558128925361912,0.8060231948025668,0.6684933632348568
3,0.6166883883822617,0.5936099084405753,0.6653916021670984,0.5224392638566314,0.5341902122396295,0.7392369363975169,0.6284148997021433,0.6678355110045884,0.5286274361633617,0.9923380221340155,0.5334651534143199,0.6745563640600251,0.6578119121755093,0.952676922865395,0.7479907220538045,0.6289745036842422,0.7997255617107307,0.26755655813304224,0.8351206992346605,0.8194137859616553,0.893698278792505,0.8436964199638024,0.7218893944143563
4,0.3636212348278682,0.5243231378448755,0.31439922456087954,0.4131163018865401,0.6544062903131543,0.596604240506846,0.5536796746799858,0.8855417944731686,0.6991167865626838,0.6331515831272966,0.6266971399467465,0.5414852613819522,0.7407000147158092,0.5275560941509841,0.6306109103707069,0.6648961132951244,0.6143331615876128,0.6401300741255639,0.8757999393648301,0.5360587212461089,0.5524109037389341,0.595407907699685,0.4703111127793496
5,0.7494071633545784,0.9916840942361254,0.6475531207710842,0.8654829277958745,1.1142905563763628,1.1106531563780397,0.975963984274319,1.1868084385269426,1.071412403420842,0.7263016848712124,0.5884658167948518,0.770646668904681,1.2934320669443757,0.9439203970445486,0.8356794363142913,0.8778688135507008,0.979140454995135,1.0169053602966207,0.9481848596139089,1.0430958501614382,0.7923786153535859,0.6089013344141371,0.6029866327912039
6,0.5689052364037738,0.73982823375457,0.5507520980023974,0.6541676282327039,0.821892545143685,0.9030911385046532,0.6782221552800861,0.713073602989579,0.6961197299248336,0.5539849803677551,0.2985330901196248,0.39944792330986173,1.3167408673691265,0.9056442176346969,0.4045238411353673,0.4025742145135268,0.6669713905258849,1.046392140547701,0.33843483778760186,0.9128076121846781,0.5955786010844129,0.3124273276320702,0.36116603641768463
7,0.434389474178468,0.6553809709946076,0.3637136286557469,0.5976105508182642,0.8492310182694014,0.7003909192924925,0.6048413976900334,0.9246966871793906,0.8260514685786324,0.04302759467158325,0.7586192852906998,0.4272103035234065,1.2571382230287964,0.44792931787957185,0.4319601116386927,0.6156294404275473,0.46012533266695976,1.2006358781079298,0.6807531225326318,0.5967979028635184,0.17890725689492315,0.28523775442833077,0.31953088236160265
8,0.5588359018753304,0.8106293457315535,0.440944224930939,0.6914965330238158,0.9653820477106877,0.8959022269595153,0.8023162846867521,1.1006169964981187,0.9565531473743797,0.5445002036358391,0.6373763686432877,0.6393589614892102,1.1311527358407438,0.6764441038995715,0.7104477898810807,0.7913945106146563,0.7866602846776951,0.9583196292469438,0.9101066171810184,0.8002537529198432,0.5835894220397473,0.5036900327182751,0.4651494399082519
9,0.4008077733220777,0.475749247271857,0.38947867423526367,0.42132153489021795,0.6295289086403901,0.4502965537168442,0.524887515784749,0.9299289074873089,0.7304612698846801,0.6690196271629931,0.8546612913817405,0.6211520599954261,0.6579639137521144,0.3502089979135291,0.6941081055188105,0.7586029653916858,0.5614833980692077,0.7561656642561866,0.9869169470766367,0.34271864417083236,0.5437007908920919,0.7177697336609681,0.5930460900518918
